t_ms,thrust_raw_N,thrust_filt_N
22301,-7.7425,-7.9492
22313,-7.8986,-7.9391
22325,-8.0973,-7.9708
22336,-8.0951,-7.9956
22348,-8.0098,-7.9985
22360,-8.1265,-8.0241
22372,-8.0827,-8.0358
22384,-8.0086,-8.0304
22396,-8.1075,-8.0458
22408,-7.9604,-8.0287
22419,-8.0895,-8.0409
22431,-8.149,-8.0625
22443,-8.085,-8.067
22455,-8.0143,-8.0564
22467,-7.9895,-8.0431
22479,-7.8638,-8.0072
22490,-7.893,-7.9844
22502,-8.1445,-8.0164
22514,-8.1254,-8.0382
22526,-7.9413,-8.0188
22538,-7.7537,-7.9658
22550,-7.939,-7.9604
22561,-8.1333,-7.995
22573,-8.3792,-8.0718
22585,-8.4612,-8.1497
22597,-8.3972,-8.1992
22609,-8.1164,-8.1826
22621,-8.1737,-8.1809
22632,-8.5083,-8.2464
22644,-8.4084,-8.2788
22656,-8.4803,-8.3191
22668,-8.432,-8.3416
22680,-8.2714,-8.3276
22692,-8.2175,-8.3056
22704,-8.3096,-8.3064
22715,-8.3399,-8.3131
22727,-8.3938,-8.3292
22739,-8.4567,-8.3547
22751,-8.4612,-8.376
22763,-8.5016,-8.4011
22775,-8.3646,-8.3938
22786,-8.3736,-8.3898
22798,-8.46,-8.4038
22810,-8.4949,-8.422
22822,-8.3309,-8.4038
22834,-8.2624,-8.3755
22846,-8.3399,-8.3684
22857,-8.405,-8.3757
22869,-8.4017,-8.3809
22881,-8.2321,-8.3512
22893,-8.4645,-8.3738
22905,-8.5836,-8.4158
22917,-8.5128,-8.4352
22928,-8.4432,-8.4368
22940,-8.3354,-8.4165
22952,-8.3792,-8.4091
22964,-8.4746,-8.4222
22976,-8.5364,-8.445
22988,-8.5488,-8.4658
22999,-8.6049,-8.4936
23011,-8.7116,-8.5372
23023,-8.6734,-8.5644
23035,-8.7767,-8.6069
23047,-8.7228,-8.6301
23059,-8.5387,-8.6118
23071,-8.4331,-8.5761
23082,-8.2983,-8.5205
23094,-8.5072,-8.5179
23106,-8.7498,-8.5642
23118,-8.6083,-8.573
23130,-8.5184,-8.5621
23142,-8.5656,-8.5628
23153,-8.6094,-8.5721
23165,-8.4533,-8.5484
23177,-8.7295,-8.5846
23189,-8.7947,-8.6266
23201,-8.6891,-8.6391
23213,-8.7206,-8.6554
23224,-8.6397,-8.6523
23236,-8.5229,-8.6264
23248,-8.3871,-8.5785
23260,-8.3522,-8.5333
23272,-8.1557,-8.4578
23284,-8.0884,-8.3839
23295,-8.2546,-8.358
23307,-8.286,-8.3436
23319,-8.2703,-8.3289
23331,-8.432,-8.3496
23343,-8.4645,-8.3726
23355,-8.4679,-8.3916
23367,-8.4455,-8.4024
23378,-8.2939,-8.3807
23390,-8.3118,-8.3669
23402,-8.5577,-8.4051
23414,-8.633,-8.4507
23426,-8.3612,-8.4328
23438,-8.2299,-8.3922
23449,-8.2276,-8.3593
23461,-8.204,-8.3282
23473,-8.2231,-8.3072
23485,-8.4724,-8.3402
23497,-8.3433,-8.3408
23509,-8.1299,-8.2987
23520,-8.1995,-8.2788
23532,-8.2838,-8.2798
23544,-8.2714,-8.2781
23556,-8.46,-8.3145
23568,-8.5297,-8.3575
23580,-8.3062,-8.3473
23591,-8.2096,-8.3198
23603,-8.277,-8.3112
23615,-8.3848,-8.3259
23627,-8.2265,-8.306
23639,-8.2422,-8.2933
23651,-8.2714,-8.2889
23662,-8.3399,-8.2991
23674,-8.3017,-8.2996
23686,-8.1187,-8.2634
23698,-8.2489,-8.2605
23710,-8.2793,-8.2643
23722,-8.3713,-8.2857
23734,-8.341,-8.2968
23745,-8.3859,-8.3146
23757,-8.3601,-8.3237
23769,-8.4342,-8.3458
23781,-8.4892,-8.3745
23793,-8.7767,-8.4549
23805,-8.6543,-8.4948
23816,-8.5229,-8.5004
23828,-8.6397,-8.5283
23840,-8.8868,-8.6
23852,-9.0372,-8.6874
23864,-8.8576,-8.7215
23876,-8.9137,-8.7599
23887,-8.8699,-8.7819
23899,-8.8576,-8.797
23911,-9.0249,-8.8426
23923,-9.2438,-8.9229
23935,-9.2483,-8.988
23947,-9.1181,-9.014
23958,-9.0136,-9.0139
23970,-9.0305,-9.0172
23982,-9.0698,-9.0277
23994,-9.2562,-9.0734
24006,-9.245,-9.1077
24018,-9.0911,-9.1044
24029,-9.1551,-9.1146
24041,-9.2674,-9.1451
24053,-9.2685,-9.1698
24065,-9.1686,-9.1696
24077,-9.0911,-9.1539
24089,-9.2663,-9.1764
24101,-9.4426,-9.2296
24112,-9.2742,-9.2385
24124,-9.1877,-9.2284
24136,-9.0687,-9.1964
24148,-9.309,-9.2189
24160,-9.3618,-9.2475
24172,-9.2517,-9.2483
24183,-9.3629,-9.2712
24195,-9.2337,-9.2637
24207,-9.2876,-9.2685
24219,-9.3719,-9.2892
24231,-9.5493,-9.3412
24243,-9.5122,-9.3754
24254,-9.3853,-9.3774
24266,-9.492,-9.4003
24278,-9.4527,-9.4108
24290,-9.291,-9.3868
24302,-9.4774,-9.405
24314,-9.4752,-9.419
24325,-9.2989,-9.395
24337,-9.2551,-9.367
24349,-9.3269,-9.359
24361,-9.4752,-9.3822
24373,-9.6953,-9.4448
24385,-9.6616,-9.4882
24396,-9.5897,-9.5085
24408,-9.3741,-9.4816
24420,-9.2933,-9.4439
24432,-9.4224,-9.4396
24444,-9.1462,-9.3809
24456,-8.9777,-9.3003
24467,-9.0619,-9.2526
24479,-9.1181,-9.2257
24491,-9.2843,-9.2374
24503,-9.3045,-9.2508
24515,-9.2079,-9.2422
24527,-9.09,-9.2118
24539,-9.0855,-9.1865
24550,-9.1709,-9.1834
24562,-9.1798,-9.1827
24574,-9.1978,-9.1857
24586,-9.1697,-9.1825
24598,-9.1147,-9.169
24610,-9.2427,-9.1837
24621,-9.227,-9.1924
24633,-9.1619,-9.1863
24645,-9.0181,-9.1526
24657,-8.9923,-9.1206
24669,-9.0687,-9.1102
24681,-9.0496,-9.0981
24692,-9.081,-9.0947
24704,-9.236,-9.1229
24716,-9.273,-9.1529
24728,-8.9642,-9.1152
24740,-9.1338,-9.1189
24752,-9.2326,-9.1417
24763,-9.1417,-9.1417
24775,-9.3112,-9.1756
24787,-9.355,-9.2115
24799,-9.1226,-9.1937
24811,-9.0732,-9.1696
24823,-9.2146,-9.1786
24835,-9.2798,-9.1988
24846,-9.1652,-9.1921
24858,-9.0518,-9.1641
24870,-9.0911,-9.1495
24882,-9.0777,-9.1351
24894,-9.172,-9.1425
24906,-9.1136,-9.1367
24917,-9.1372,-9.1368
24929,-9.1293,-9.1353
24941,-9.0395,-9.1161
24953,-8.9631,-9.0855
24965,-8.9867,-9.0658
24977,-9.0103,-9.0547
24988,-9.0249,-9.0487
25000,-9.1428,-9.0675
25012,-9.1338,-9.0808
25024,-9.0777,-9.0802
25036,-9.1753,-9.0992
25048,-8.9901,-9.0774
25059,-8.8486,-9.0316
25071,-8.688,-8.9629
25083,-8.6509,-8.9005
25095,-8.7475,-8.8699
25107,-9.017,-8.8993
25119,-9.0069,-8.9208
25130,-9.0709,-8.9509
25142,-8.9081,-8.9423
25154,-8.6599,-8.8858
25166,-9.1226,-8.9332
25178,-9.3045,-9.0074
25190,-9.0092,-9.0078
25202,-8.8856,-8.9834
25213,-9.0136,-8.9894
25225,-9.2966,-9.0509
25237,-9.3775,-9.1162
25249,-9.0114,-9.0952
25261,-8.8654,-9.0493
25273,-8.9103,-9.0215
25284,-8.9597,-9.0091
25296,-8.7531,-8.9579
25308,-8.6925,-8.9048
25320,-8.8778,-8.8994
25332,-8.8463,-8.8888
25344,-8.9249,-8.896
25355,-8.9541,-8.9077
25367,-8.971,-8.9203
25379,-9.0249,-8.9412
25391,-8.9856,-8.9501
25403,-9.044,-8.9689
25415,-9.2001,-9.0151
25426,-9.1091,-9.0339
25438,-8.98,-9.0231
25450,-9.0878,-9.036
25462,-9.0844,-9.0457
25474,-9.0204,-9.0406
25486,-9.1248,-9.0575
25497,-8.9597,-9.0379
25509,-8.825,-8.9953
25521,-8.8531,-8.9669
25533,-8.9092,-8.9554
25545,-9.0035,-8.965
25557,-8.9845,-8.9689
25569,-8.8957,-8.9543
25580,-8.9137,-8.9461
25592,-9.0428,-8.9655
25604,-8.9833,-8.9691
25616,-8.9418,-8.9636
25628,-8.9103,-8.9529
25640,-8.9878,-8.9599
25651,-8.962,-8.9603
25663,-8.8463,-8.9375
25675,-8.8621,-8.9224
25687,-8.8665,-8.9113
25699,-8.8441,-8.8978
25711,-9.1484,-8.9479
25722,-9.3539,-9.0291
25734,-9.1765,-9.0586
25746,-8.9743,-9.0417
25758,-8.9878,-9.031
25770,-9.1192,-9.0486
25782,-9.2809,-9.0951
25793,-9.2753,-9.1311
25805,-9.2248,-9.1498
25817,-9.2394,-9.1677
25829,-9.1832,-9.1708
25841,-8.9407,-9.1248
25853,-8.9968,-9.0992
25864,-9.1641,-9.1122
25876,-9.1462,-9.119
25888,-9.0462,-9.1044
25900,-9.0608,-9.0957
25912,-9.0316,-9.0829
25924,-9.1675,-9.0998
25935,-9.1158,-9.103
25947,-9.1068,-9.1038
25959,-8.9811,-9.0792
25971,-8.8048,-9.0243
25983,-8.7093,-8.9613
25995,-8.8475,-8.9386
26007,-8.9968,-8.9502
26018,-9.1271,-8.9856
26030,-9.1405,-9.0166
26042,-8.9889,-9.011
26054,-8.8789,-8.9846
26066,-8.9788,-8.9835
26078,-8.9036,-8.9675
26089,-8.7936,-8.9327
26101,-8.9777,-8.9417
26113,-9.1765,-8.9887
26125,-9.1652,-9.024
26137,-9.1742,-9.054
26149,-9.1866,-9.0805
26160,-9.2427,-9.113
26172,-9.0092,-9.0922
26184,-8.697,-9.0132
26196,-8.9912,-9.0088
26208,-8.898,-8.9866
26220,-8.8643,-8.9621
26231,-8.8261,-8.9349
26243,-8.8553,-8.919
26255,-9.0294,-8.9411
26267,-9.0777,-8.9684
26279,-9.1765,-9.01
26291,-9.1585,-9.0397
26303,-8.9474,-9.0212
26314,-8.8767,-8.9923
26326,-8.9463,-8.9831
26338,-8.8665,-8.9598
26350,-8.7419,-8.9162
26362,-8.7127,-8.8755
26374,-8.9002,-8.8805
26385,-8.9642,-8.8972
26397,-8.9317,-8.9041
26409,-8.8317,-8.8896
26421,-8.7307,-8.8578
26433,-8.8407,-8.8544
26445,-9.0226,-8.8881
26456,-8.9743,-8.9053
26468,-8.8183,-8.8879
26480,-8.9878,-8.9079
26492,-9.035,-8.9333
26504,-9.0125,-8.9492
26516,-9.0799,-8.9753
26527,-9.2191,-9.0241
26539,-9.0945,-9.0382
26551,-9.0226,-9.035
26563,-9.1798,-9.064
26575,-9.2169,-9.0946
26587,-9.1619,-9.108
26598,-9.0395,-9.0943
26610,-9.2124,-9.1179
26622,-9.2146,-9.1373
26634,-9.1046,-9.1307
26646,-9.1462,-9.1338
26658,-9.2899,-9.165
26669,-9.2169,-9.1754
26681,-9.1753,-9.1754
26693,-9.136,-9.1675
26705,-9.2124,-9.1765
26717,-9.4067,-9.2225
26729,-9.3449,-9.247
26740,-9.2753,-9.2527
26752,-9.4235,-9.2868
26764,-9.4011,-9.3097
26776,-9.2652,-9.3008
26788,-9.2214,-9.2849
26800,-9.2225,-9.2724
26811,-9.1989,-9.2577
26823,-9.2652,-9.2592
26835,-9.4437,-9.2961
26847,-9.4718,-9.3313
26859,-9.273,-9.3196
26871,-9.1304,-9.2818
26882,-9.2113,-9.2677
26894,-9.3876,-9.2917
26906,-9.3797,-9.3093
26918,-9.2977,-9.307
26930,-9.1327,-9.2721
26942,-9.2045,-9.2586
26953,-9.5133,-9.3095
26965,-9.6458,-9.3768
26977,-9.4314,-9.3877
26989,-9.3898,-9.3881
27001,-9.437,-9.3979
27013,-9.6706,-9.4524
27024,-9.6436,-9.4907
27036,-9.5998,-9.5125
27048,-9.4707,-9.5041
27060,-9.2989,-9.4631
27072,-9.3539,-9.4412
27084,-9.3045,-9.4139
27095,-9.4931,-9.4297
27107,-9.4325,-9.4303
27119,-9.4617,-9.4366
27131,-9.3202,-9.4133
27143,-9.2023,-9.3711
27155,-9.2326,-9.3434
27166,-9.4999,-9.3747
27178,-9.4718,-9.3941
27190,-9.3674,-9.3888
27202,-9.4157,-9.3941
27214,-9.3269,-9.3807
27226,-9.3629,-9.3771
27237,-9.5336,-9.4084
27249,-9.2124,-9.3692
27261,-9.1113,-9.3176
27273,-9.163,-9.2867
27285,-9.1428,-9.2579
27297,-9.254,-9.2571
27308,-9.3505,-9.2758
27320,-9.4235,-9.3054
27332,-9.5886,-9.362
27344,-9.5257,-9.3947
27356,-9.4527,-9.4063
27368,-9.4572,-9.4165
27379,-9.3359,-9.4004
27391,-9.4291,-9.4061
27403,-9.5089,-9.4267
27415,-9.3224,-9.4058
27427,-9.3786,-9.4004
27439,-9.3876,-9.3978
27451,-9.4718,-9.4126
27462,-9.4954,-9.4292
27474,-9.3202,-9.4074
27486,-9.1843,-9.3628
27498,-9.0945,-9.3091
27510,-9.318,-9.3109
27521,-9.6065,-9.37
27533,-9.739,-9.4438
27545,-9.4493,-9.4449
27557,-9.5976,-9.4755
27569,-9.7143,-9.5232
27581,-9.6155,-9.5417
27593,-9.6436,-9.5621
27604,-9.8109,-9.6118
27616,-9.7469,-9.6389
27628,-9.5538,-9.6218
27640,-9.4673,-9.5909
27652,-9.5628,-9.5853
27664,-9.5493,-9.5781
27675,-9.2045,-9.5034
27687,-9.3629,-9.4753
27699,-9.5684,-9.4939
27711,-9.4987,-9.4949
27723,-9.4572,-9.4873
27735,-9.3932,-9.4685
27746,-9.5313,-9.4811
27758,-9.5437,-9.4936
27770,-9.6492,-9.5247
27782,-9.8143,-9.5826
27794,-9.5605,-9.5782
27806,-9.2618,-9.5149
27817,-9.3898,-9.4899
27829,-9.7009,-9.5321
27841,-9.6537,-9.5564
27853,-9.3966,-9.5244
27865,-9.2158,-9.4627
27877,-9.1922,-9.4086
27888,-9.2483,-9.3766
27900,-9.1944,-9.3401
27912,-9.0821,-9.2885
27924,-9.2921,-9.2893
27936,-9.2685,-9.2851
27948,-9.1495,-9.258
27959,-9.2169,-9.2498
27971,-9.2427,-9.2484
27983,-9.2045,-9.2396
27995,-9.4134,-9.2744
28007,-9.5111,-9.3217
28019,-9.4617,-9.3497
28030,-9.2798,-9.3357
28042,-9.3528,-9.3391
28054,-9.455,-9.3623
28066,-9.4325,-9.3763
28078,-9.3966,-9.3804
28090,-9.3808,-9.3805
28101,-9.3034,-9.365
28113,-9.3651,-9.3651
28125,-9.4415,-9.3803
28137,-9.3573,-9.3757
28149,-9.3034,-9.3613
28161,-9.5549,-9.4
28173,-9.6313,-9.4462
28184,-9.4426,-9.4455
28196,-9.3865,-9.4337
28208,-9.1091,-9.3688
28220,-8.9306,-9.2811
28232,-9.1607,-9.2571
28243,-9.2663,-9.2589
28255,-9.2394,-9.255
28267,-9.0372,-9.2114
28279,-8.9463,-9.1584
28291,-8.8957,-9.1059
28303,-9.0541,-9.0955
28315,-9.0642,-9.0892
28326,-9.1068,-9.0928
28338,-9.1484,-9.1039
28350,-8.9373,-9.0706
28362,-8.916,-9.0396
28374,-9.218,-9.0753
28386,-9.4774,-9.1557
28397,-9.4112,-9.2068
28409,-9.4067,-9.2468
28421,-9.4909,-9.2956
28433,-9.5403,-9.3445
28445,-9.5571,-9.3871
28457,-9.3932,-9.3883
28468,-9.2944,-9.3695
28480,-9.2775,-9.3511
28492,-9.4527,-9.3714
28504,-9.5785,-9.4128
28516,-9.5459,-9.4395
28528,-9.5077,-9.4531
28539,-9.3123,-9.425
28551,-9.3415,-9.4083
28563,-9.3741,-9.4014
28575,-9.2394,-9.369
28587,-9.4145,-9.3781
28599,-9.6526,-9.433
28610,-9.684,-9.4832
28622,-9.647,-9.516
28634,-9.6537,-9.5435
28646,-9.5886,-9.5525
28658,-9.6537,-9.5728
28670,-9.7458,-9.6074
28681,-9.5066,-9.5872
28693,-9.4201,-9.5538
28705,-9.4258,-9.5282
28717,-9.4886,-9.5203
28729,-9.5706,-9.5303
28741,-9.547,-9.5337
28752,-9.6447,-9.5559
28764,-9.9782,-9.6404
28776,-9.994,-9.7111
28788,-9.766,-9.7221
28800,-9.611,-9.6999
28812,-9.6099,-9.6819
28824,-9.6425,-9.674
28835,-9.5841,-9.656
28847,-9.6863,-9.6621
28859,-9.8817,-9.706
28871,-9.894,-9.7436
28883,-9.784,-9.7517
28895,-9.7615,-9.7536
28906,-9.821,-9.7671
28918,-9.8839,-9.7905
28930,-9.7929,-9.791
28942,-9.7941,-9.7916
28954,-9.8031,-9.7939
28966,-9.6391,-9.7629
28977,-9.5998,-9.7303
28989,-9.775,-9.7392
29001,-9.5863,-9.7087
29013,-9.3573,-9.6384
29025,-9.3393,-9.5786
29037,-9.291,-9.5211
29048,-9.0866,-9.4342
29060,-9.2495,-9.3972
29072,-9.3393,-9.3856
29084,-9.282,-9.3649
29096,-9.2337,-9.3387
29108,-9.2382,-9.3186
29119,-9.4044,-9.3358
29131,-9.5235,-9.3733
29143,-9.5717,-9.413
29155,-9.2337,-9.3771
29167,-9.1259,-9.3269
29179,-9.1922,-9.3
29190,-9.218,-9.2836
29202,-9.3326,-9.2934
29214,-9.4381,-9.3223
29226,-9.7143,-9.4007
29238,-9.9838,-9.5173
29250,-9.8716,-9.5882
29261,-9.675,-9.6056
29273,-9.7952,-9.6435
29285,-9.8064,-9.6761
29297,-9.8008,-9.701
29309,-9.8188,-9.7246
29321,-9.9445,-9.7686
29332,-9.8345,-9.7818
29344,-9.9221,-9.8098
29356,-9.8345,-9.8148
29368,-9.7593,-9.8037
29380,-9.638,-9.7705
29392,-9.5897,-9.7344
29404,-9.72,-9.7315
29415,-9.7289,-9.731
29427,-9.6638,-9.7175
29439,-9.5897,-9.692
29451,-9.3786,-9.6293
29463,-9.2775,-9.5589
29475,-9.382,-9.5235
29486,-9.5133,-9.5215
29498,-9.693,-9.5558
29510,-9.7492,-9.5945
29522,-9.7873,-9.633
29534,-9.6638,-9.6392
29546,-9.4145,-9.5943
29557,-9.3606,-9.5475
29569,-9.6133,-9.5607
29581,-9.7862,-9.6058
29593,-9.4392,-9.5725
29605,-9.3483,-9.5276
29617,-9.5369,-9.5295
29628,-9.5639,-9.5364
29640,-9.6133,-9.5518
29652,-9.5717,-9.5558
29664,-9.5044,-9.5455
29676,-9.556,-9.5476
29688,-9.5336,-9.5448
29699,-9.3337,-9.5026
29711,-9.3842,-9.4789
29723,-9.4639,-9.4759
29735,-9.4763,-9.476
29747,-9.5695,-9.4947
29759,-9.7795,-9.5516
29770,-9.7548,-9.5923
29782,-9.501,-9.574
29794,-9.4179,-9.5428
29806,-9.6279,-9.5598
29818,-9.6807,-9.584
29830,-9.6088,-9.5889
29842,-9.6369,-9.5985
29853,-9.6144,-9.6017
29865,-9.3258,-9.5465
29877,-9.1899,-9.4752
29889,-9.492,-9.4786
29901,-9.6167,-9.5062
29913,-9.5291,-9.5108
29924,-9.4639,-9.5014
29936,-9.2102,-9.4431
29948,-9.1529,-9.3851
29960,-9.1125,-9.3306
29972,-9.2708,-9.3186
29984,-9.4067,-9.3362
29995,-9.3303,-9.335
30007,-9.2663,-9.3213
30019,-9.2809,-9.3132
30031,-9.2618,-9.3029
30043,-9.3022,-9.3028
30055,-9.2146,-9.2852
30066,-9.364,-9.3009
30078,-9.245,-9.2897
30090,-9.1012,-9.252
30102,-9.3191,-9.2654
30114,-9.4269,-9.2977
30126,-9.51,-9.3402
30137,-9.4336,-9.3589
30149,-9.4797,-9.383
30161,-9.3797,-9.3824
30173,-9.2146,-9.3488
30185,-9.2888,-9.3368
30197,-9.3561,-9.3407
30208,-9.3236,-9.3373
30220,-9.337,-9.3372
30232,-9.2809,-9.3259
30244,-9.2438,-9.3095
30256,-9.4404,-9.3357
30268,-9.501,-9.3688
30279,-9.428,-9.3806
30291,-9.3415,-9.3728
30303,-9.4201,-9.3823
30315,-9.4864,-9.4031
30327,-9.4954,-9.4215
30339,-9.318,-9.4008
30351,-9.2023,-9.3611
30362,-9.373,-9.3635
30374,-9.3876,-9.3683
30386,-9.1529,-9.3252
30398,-9.1024,-9.2807
30410,-9.0271,-9.2299
30422,-9.1787,-9.2197
30433,-9.3101,-9.2378
30445,-9.4314,-9.2765
30457,-9.4381,-9.3088
30469,-9.4819,-9.3434
30481,-9.6986,-9.4145
30493,-9.6683,-9.4652
30504,-9.4291,-9.458
30516,-9.3932,-9.4451
30528,-9.2977,-9.4156
30540,-9.4752,-9.4275
30552,-9.373,-9.4166
30564,-9.4123,-9.4157
30575,-9.4213,-9.4168
30587,-9.2304,-9.3795
30599,-9.218,-9.3472
30611,-9.3584,-9.3495
30623,-9.3404,-9.3477
30635,-9.2652,-9.3312
30646,-9.1911,-9.3031
30658,-9.3292,-9.3084
30670,-9.3876,-9.3242
30682,-9.2921,-9.3178
30694,-9.3494,-9.3241
30706,-9.3763,-9.3346
30717,-9.3651,-9.3407
30729,-9.5066,-9.3739
30741,-9.4875,-9.3966
30753,-9.538,-9.4249
30765,-9.3326,-9.4064
30777,-9.2281,-9.3708
30788,-9.2809,-9.3528
30800,-9.4359,-9.3694
30812,-9.3112,-9.3578
30824,-9.2809,-9.3424
30836,-9.3236,-9.3386
30848,-9.355,-9.3419
30859,-9.382,-9.3499
30871,-9.1787,-9.3157
30883,-9.2708,-9.3067
30895,-9.4482,-9.335
30907,-9.3202,-9.332
30919,-9.5336,-9.3723
30931,-9.5931,-9.4165
30942,-9.6369,-9.4606
30954,-9.5706,-9.4826
30966,-9.6065,-9.5074
30978,-9.3763,-9.4812
30990,-9.2315,-9.4312
31002,-9.3786,-9.4207
31013,-9.5863,-9.4538
31025,-9.4471,-9.4525
31037,-9.3258,-9.4271
31049,-9.4201,-9.4257
31061,-9.3573,-9.412
31073,-9.2349,-9.3766
31084,-9.2831,-9.3579
31096,-9.209,-9.3281
31108,-9.2326,-9.309
31120,-9.3269,-9.3126
31132,-9.4381,-9.3377
31144,-9.6189,-9.394
31155,-9.6964,-9.4544
31167,-9.5425,-9.4721
31179,-9.5212,-9.4819
31191,-9.5706,-9.4996
31203,-9.5369,-9.5071
31215,-9.4314,-9.4919
31226,-9.574,-9.5084
31238,-9.5919,-9.5251
31250,-9.5392,-9.5279
31262,-9.273,-9.4769
31274,-9.3247,-9.4465
31286,-9.492,-9.4556
31297,-9.4651,-9.4575
31309,-9.483,-9.4626
31321,-9.5156,-9.4732
31333,-9.4785,-9.4743
31345,-9.4157,-9.4625
31357,-9.4561,-9.4612
31368,-9.5605,-9.4811
31380,-9.4617,-9.4772
31392,-9.1978,-9.4213
31404,-9.1956,-9.3762
31416,-9.3034,-9.3616
31428,-9.3775,-9.3648
31440,-9.5706,-9.406
31451,-9.6795,-9.4607
31463,-9.8064,-9.5298
31475,-9.7649,-9.5768
31487,-9.6773,-9.5969
31499,-9.7424,-9.626
31511,-9.7402,-9.6489
31522,-9.5605,-9.6312
31534,-9.3359,-9.5721
31546,-9.309,-9.5195
31558,-9.4067,-9.4969
31570,-9.41,-9.4796
31582,-9.4078,-9.4652
31593,-9.5403,-9.4802
31605,-9.556,-9.4954
31617,-9.4808,-9.4925
31629,-9.3707,-9.4681
31641,-9.3292,-9.4403
31653,-9.318,-9.4159
31664,-9.3988,-9.4124
31676,-9.4415,-9.4183
31688,-9.4729,-9.4292
31700,-9.3359,-9.4105
31712,-9.2259,-9.3736
31724,-9.364,-9.3717
31735,-9.3561,-9.3686
31747,-9.2057,-9.336
31759,-9.2584,-9.3205
31771,-9.2068,-9.2977
31783,-9.245,-9.2872
31795,-9.3258,-9.2949
31806,-9.3763,-9.3112
31818,-9.273,-9.3036
31830,-9.1697,-9.2768
31842,-9.2506,-9.2716
31854,-9.4224,-9.3017
31866,-9.3629,-9.314
31877,-9.1866,-9.2885
31889,-9.2899,-9.2888
31901,-9.4112,-9.3132
31913,-9.2921,-9.309
31925,-9.2775,-9.3027
31937,-9.2472,-9.2916
31948,-9.154,-9.2641
31960,-9.1271,-9.2367
31972,-9.072,-9.2038
31984,-8.9788,-9.1588
31996,-9.0406,-9.1351
32008,-9.3674,-9.1816
32019,-9.3909,-9.2235
32031,-9.3618,-9.2511
32043,-9.1922,-9.2393
32055,-9.1091,-9.2133
32067,-9.0339,-9.1774
32079,-9.1742,-9.1768
32090,-9.2685,-9.1951
32102,-9.209,-9.1979
32114,-9.3539,-9.2291
32126,-9.5257,-9.2884
32138,-9.4729,-9.3253
32150,-9.4651,-9.3533
32161,-9.3213,-9.3469
32173,-9.1214,-9.3018
32185,-9.0372,-9.2489
32197,-9.2045,-9.24
32209,-9.3022,-9.2525
32221,-9.2315,-9.2483
32233,-9.3056,-9.2597
32244,-9.5796,-9.3237
32256,-9.3449,-9.3279
32268,-9.2248,-9.3073
32280,-9.1529,-9.2764
32292,-9.3,-9.2811
32304,-9.2551,-9.2759
32315,-9.1596,-9.2527
32327,-9.2281,-9.2478
32339,-9.4707,-9.2923
32351,-9.4022,-9.3143
32363,-9.3022,-9.3119
32375,-9.6065,-9.3708
32386,-9.7368,-9.444
32398,-9.6683,-9.4889
32410,-9.519,-9.4949
32422,-9.5201,-9.4999
32434,-9.3831,-9.4766
32446,-9.4235,-9.466
32457,-9.373,-9.4474
32469,-9.3213,-9.4222
32481,-9.3483,-9.4074
32493,-9.2292,-9.3718
32505,-9.2012,-9.3376
32517,-9.4044,-9.351
32528,-9.2944,-9.3397
32540,-9.2618,-9.3241
32552,-9.4134,-9.342
32564,-9.4404,-9.3616
32576,-9.3112,-9.3516
32588,-9.236,-9.3284
32599,-9.4179,-9.3463
32611,-9.4954,-9.3761
32623,-9.3909,-9.3791
32635,-9.3842,-9.3801
32647,-9.6447,-9.433
32659,-9.5291,-9.4522
32670,-9.5425,-9.4703
32682,-9.4875,-9.4737
32694,-9.5178,-9.4826
32706,-9.5077,-9.4876
32718,-9.4145,-9.473
32730,-9.2652,-9.4314
32741,-9.2281,-9.3908
32753,-9.3404,-9.3807
32765,-9.3449,-9.3735
32777,-9.1978,-9.3384
32789,-9.2685,-9.3244
32801,-9.3763,-9.3348
32813,-9.3269,-9.3332
32824,-9.2933,-9.3252
32836,-9.446,-9.3494
32848,-9.5358,-9.3867
32860,-9.4258,-9.3945
32872,-9.51,-9.4176
32884,-9.565,-9.4471
32895,-9.5089,-9.4594
32907,-9.5796,-9.4835
32919,-9.428,-9.4724
32931,-9.2169,-9.4213
32943,-9.1675,-9.3705
32955,-9.0619,-9.3088
32966,-9.0069,-9.2484
32978,-8.6869,-9.1361
32990,-8.3691,-8.9827
33002,-8.341,-8.8544
33014,-8.1872,-8.7209
33026,-8.1614,-8.609
33037,-8.4163,-8.5705
33049,-8.6959,-8.5955
33061,-9.0271,-8.6819
33073,-9.0136,-8.7482
33085,-9.0114,-8.8009
33097,-8.9204,-8.8248
33108,-8.7217,-8.8042
33120,-8.8823,-8.8198
33132,-9.2304,-8.9019
33144,-9.1922,-8.96
33156,-9.1259,-8.9932
33168,-9.2989,-9.0543
33179,-9.3011,-9.1037
33191,-9.2876,-9.1405
33203,-9.4898,-9.2103
33215,-9.4291,-9.2541
33227,-9.2495,-9.2532
33239,-9.117,-9.2259
33250,-9.0361,-9.188
33262,-9.2158,-9.1935
33274,-9.2573,-9.2063
33286,-9.1394,-9.1929
33298,-9.2977,-9.2139
33310,-9.556,-9.2823
33321,-9.6593,-9.3577
33333,-9.4235,-9.3709
33345,-9.1843,-9.3336
33357,-9.2708,-9.321
33369,-9.3326,-9.3233
33381,-9.3146,-9.3216
33392,-9.1776,-9.2928
33404,-9.1832,-9.2709
33416,-9.0103,-9.2187
33428,-8.9777,-9.1705
33440,-9.1327,-9.163
33452,-9.0518,-9.1407
33463,-8.9541,-9.1034
