t_ms,thrust_raw_N,thrust_filt_N
11138,-7.546,-7.4536
11149,-7.4135,-7.4456
11161,-7.4101,-7.4385
11173,-7.263,-7.4034
11185,-7.1485,-7.3524
11197,-7.3607,-7.3541
11209,-7.5213,-7.3875
11221,-7.3057,-7.3711
11232,-7.1844,-7.3338
11244,-7.1227,-7.2916
11256,-7.1575,-7.2648
11268,-7.1799,-7.2478
11280,-7.3158,-7.2614
11292,-7.3585,-7.2808
11303,-7.3573,-7.2961
11315,-7.2001,-7.2769
11327,-7.1552,-7.2526
11339,-7.3248,-7.267
11351,-7.2698,-7.2676
11363,-7.0587,-7.2258
11374,-6.9733,-7.1753
11386,-6.9688,-7.134
11398,-7.4337,-7.1939
11410,-7.5381,-7.2628
11422,-7.3663,-7.2835
11434,-7.4562,-7.318
11445,-7.4315,-7.3407
11457,-7.1878,-7.3101
11469,-7.0126,-7.2506
11481,-7.1024,-7.221
11493,-7.0721,-7.1912
11505,-7.2394,-7.2009
11516,-7.3046,-7.2216
11528,-7.2361,-7.2245
11540,-7.2754,-7.2347
11552,-7.1721,-7.2221
11564,-7.08,-7.1937
11576,-7.2069,-7.1963
11587,-7.1519,-7.1874
11599,-7.1249,-7.1749
11611,-7.0396,-7.1479
11623,-6.9059,-7.0995
11635,-7.2597,-7.1315
11647,-7.2495,-7.1551
11658,-7.1676,-7.1576
11670,-7.0508,-7.1362
11682,-7.181,-7.1452
11694,-7.2933,-7.1748
11706,-7.2518,-7.1902
11718,-7.2159,-7.1954
11730,-7.3001,-7.2163
11741,-7.1373,-7.2005
11753,-7.1743,-7.1953
11765,-7.2462,-7.2054
11777,-7.1036,-7.1851
11789,-6.9576,-7.1396
11801,-6.9699,-7.1056
11812,-7.0429,-7.0931
11824,-7.1451,-7.1035
11836,-7.0766,-7.0981
11848,-7.0306,-7.0846
11860,-7.0508,-7.0779
11872,-7.2192,-7.1061
11883,-7.2439,-7.1337
11895,-7.1316,-7.1333
11907,-7.0227,-7.1112
11919,-6.9711,-7.0831
11931,-6.8431,-7.0351
11943,-6.7746,-6.983
11954,-6.9576,-6.9779
11966,-7.2731,-7.037
11978,-7.1608,-7.0617
11990,-7.0901,-7.0674
12002,-7.1159,-7.0771
12014,-7.1395,-7.0896
12025,-7.1586,-7.1034
12037,-7.0003,-7.0828
12049,-6.9127,-7.0487
12061,-6.8621,-7.0114
12073,-7.0272,-7.0146
12085,-7.3371,-7.0791
12096,-7.3023,-7.1237
12108,-7.3427,-7.1675
12120,-7.1137,-7.1568
12132,-7.0923,-7.1439
12144,-7.0744,-7.13
12156,-7.19,-7.142
12167,-7.2945,-7.1725
12179,-7.3203,-7.202
12191,-7.336,-7.2288
12203,-7.3843,-7.2599
12215,-7.3675,-7.2814
12227,-7.4023,-7.3056
12239,-7.2698,-7.2984
12250,-7.3192,-7.3026
12262,-7.2215,-7.2864
12274,-7.3248,-7.294
12286,-7.5348,-7.3422
12298,-7.4225,-7.3582
12310,-7.3383,-7.3542
12321,-7.4359,-7.3706
12333,-7.5325,-7.403
12345,-7.4416,-7.4107
12357,-7.4719,-7.4229
12369,-7.5707,-7.4525
12381,-7.5527,-7.4725
12392,-7.3326,-7.4446
12404,-7.4045,-7.4365
12416,-7.4966,-7.4486
12428,-7.3461,-7.4281
12440,-7.4539,-7.4332
12452,-7.5449,-7.4556
12463,-7.3989,-7.4442
12475,-7.4101,-7.4374
12487,-7.6482,-7.4796
12499,-7.7156,-7.5268
12511,-7.5864,-7.5387
12523,-7.4607,-7.5231
12534,-7.4607,-7.5106
12546,-7.6931,-7.5471
12558,-7.6426,-7.5662
12570,-7.5819,-7.5693
12582,-7.6572,-7.5869
12594,-7.3416,-7.5378
12605,-7.3203,-7.4943
12617,-7.4629,-7.488
12629,-7.4337,-7.4772
12641,-7.4663,-7.475
12653,-7.4528,-7.4706
12665,-7.2597,-7.4284
12676,-7.1788,-7.3785
12688,-7.2821,-7.3592
12700,-7.1283,-7.313
12712,-7.226,-7.2956
12724,-7.4157,-7.3196
12736,-7.1474,-7.2852
12747,-7.0182,-7.2318
12759,-7.1575,-7.2169
12771,-7.1575,-7.205
12783,-7.3147,-7.227
12795,-7.1822,-7.218
12807,-6.9576,-7.1659
12818,-7.2237,-7.1775
12830,-7.2832,-7.1986
12842,-7.2484,-7.2086
12854,-7.363,-7.2395
12866,-7.3989,-7.2713
12878,-7.2664,-7.2704
12890,-7.126,-7.2415
12901,-7.0991,-7.213
12913,-7.3427,-7.239
12925,-7.4461,-7.2804
12937,-7.3326,-7.2908
12949,-7.1979,-7.2722
12961,-6.98,-7.2138
12972,-6.9654,-7.1641
12984,-6.9756,-7.1264
12996,-7.08,-7.1171
13008,-7.1665,-7.127
13020,-7.2473,-7.1511
13032,-7.3079,-7.1824
13043,-7.5292,-7.2518
13055,-7.3865,-7.2787
13067,-7.1979,-7.2626
13079,-7.299,-7.2698
13091,-7.3293,-7.2817
13103,-7.2091,-7.2672
13114,-7.363,-7.2864
13126,-7.4124,-7.3116
13138,-7.2439,-7.298
13150,-7.4034,-7.3191
13162,-7.4101,-7.3373
13174,-7.3955,-7.349
13185,-7.4045,-7.3601
13197,-7.3731,-7.3627
13209,-7.3383,-7.3578
13221,-7.3136,-7.3489
13233,-7.208,-7.3207
13245,-7.327,-7.322
13256,-7.4337,-7.3443
13268,-7.4068,-7.3568
13280,-7.1575,-7.317
13292,-7.2933,-7.3122
13304,-7.5415,-7.3581
13316,-7.5685,-7.4002
13327,-7.7178,-7.4637
13339,-7.619,-7.4947
13351,-7.5336,-7.5025
13363,-7.3484,-7.4717
13375,-7.3237,-7.4421
13387,-7.5381,-7.4613
13399,-7.5786,-7.4847
13410,-7.5707,-7.5019
13422,-7.4842,-7.4984
13434,-7.3338,-7.4655
13446,-7.2888,-7.4301
13458,-7.4393,-7.432
13470,-7.5909,-7.4638
13481,-7.6819,-7.5074
13493,-7.5213,-7.5102
13505,-7.3259,-7.4733
13517,-7.1979,-7.4182
13529,-7.3281,-7.4002
13541,-7.3371,-7.3876
13552,-7.363,-7.3827
13564,-7.3989,-7.3859
13576,-7.4696,-7.4027
13588,-7.4584,-7.4138
13600,-7.4112,-7.4133
13612,-7.2945,-7.3895
13623,-7.3529,-7.3822
13635,-7.5393,-7.4136
13647,-7.7167,-7.4742
13659,-7.5516,-7.4897
13671,-7.5247,-7.4967
13683,-7.4449,-7.4863
13694,-7.2203,-7.4331
13706,-7.153,-7.3771
13718,-7.0732,-7.3163
13730,-7.1114,-7.2754
13742,-7.1283,-7.2459
13754,-7.0688,-7.2105
13765,-7.2844,-7.2253
13777,-7.2406,-7.2283
13789,-7.1563,-7.2139
13801,-7.1754,-7.2062
13813,-7.199,-7.2048
13825,-7.0373,-7.1713
13836,-6.9071,-7.1184
13848,-6.98,-7.0908
13860,-6.8633,-7.0453
13872,-6.7802,-6.9922
13884,-6.897,-6.9732
13896,-6.9924,-6.977
13907,-6.9643,-6.9745
13919,-6.861,-6.9518
13931,-6.8655,-6.9345
13943,-6.9576,-6.9391
13955,-6.8475,-6.9208
13967,-6.9306,-6.9228
13979,-6.989,-6.936
13990,-7.071,-6.963
14002,-7.1238,-6.9952
14014,-7.2046,-7.0371
14026,-7.0261,-7.0349
14038,-6.989,-7.0257
14050,-7.1575,-7.0521
14061,-7.1125,-7.0642
14073,-6.9677,-7.0449
14085,-6.9261,-7.0211
14097,-6.9452,-7.0059
14109,-7.0182,-7.0084
14121,-7.0845,-7.0236
14132,-6.9396,-7.0068
14144,-6.8846,-6.9824
14156,-6.934,-6.9727
14168,-6.9082,-6.9598
14180,-6.9059,-6.949
14192,-7.0339,-6.966
14203,-6.934,-6.9596
14215,-6.7487,-6.9174
14227,-6.6791,-6.8698
14239,-6.7746,-6.8507
14251,-6.8509,-6.8508
14263,-6.9183,-6.8643
14274,-6.8633,-6.8641
14286,-6.9756,-6.8864
14298,-6.9003,-6.8892
14310,-6.888,-6.8889
14322,-6.98,-6.9071
14334,-6.9576,-6.9172
14345,-7.0654,-6.9469
14357,-7.0429,-6.9661
14369,-7.1698,-7.0068
14381,-7.2282,-7.0511
14393,-7.1069,-7.0623
14405,-7.1721,-7.0842
14416,-7.1732,-7.102
14428,-6.9542,-7.0725
14440,-6.9778,-7.0535
14452,-7.0598,-7.0548
14464,-7.1709,-7.078
14476,-7.3214,-7.1267
14488,-7.3787,-7.1771
14499,-7.5056,-7.2428
14511,-7.528,-7.2998
14523,-7.4214,-7.3241
14535,-7.4258,-7.3445
14547,-7.3719,-7.35
14559,-7.5662,-7.3932
14570,-7.6111,-7.4368
14582,-7.5909,-7.4676
14594,-7.345,-7.4431
14606,-7.1328,-7.381
14618,-7.3708,-7.379
14630,-7.4461,-7.3924
14641,-7.4595,-7.4058
14653,-7.5123,-7.4271
14665,-7.4955,-7.4408
14677,-7.6617,-7.485
14689,-7.6852,-7.525
14701,-7.4719,-7.5144
14712,-7.4359,-7.4987
14724,-7.3315,-7.4653
14736,-7.4124,-7.4547
14748,-7.3888,-7.4415
14760,-7.4337,-7.4399
14772,-7.3809,-7.4281
14783,-7.4303,-7.4286
14795,-7.491,-7.4411
14807,-7.4247,-7.4378
14819,-7.3001,-7.4102
14831,-7.1889,-7.366
14843,-7.2181,-7.3364
14855,-7.4382,-7.3568
14866,-7.5303,-7.3915
14878,-7.5516,-7.4235
14890,-7.4865,-7.4361
14902,-7.3764,-7.4242
14914,-7.1777,-7.3749
14926,-7.1429,-7.3285
14937,-7.1474,-7.2922
14949,-7.1125,-7.2563
14961,-7.2428,-7.2536
14973,-7.0744,-7.2178
14985,-7.0834,-7.1909
14997,-7.1777,-7.1882
15008,-7.1507,-7.1807
15020,-7.2125,-7.1871
15032,-7.2653,-7.2027
15044,-7.1822,-7.1986
15056,-7.3708,-7.2331
15068,-7.3933,-7.2651
15080,-7.2383,-7.2597
15091,-7.181,-7.244
15103,-7.2237,-7.2399
15115,-7.2215,-7.2363
15127,-7.1081,-7.2106
15139,-7.2159,-7.2117
15151,-7.3192,-7.2332
15162,-7.2709,-7.2407
15174,-7.2181,-7.2362
15186,-7.3495,-7.2588
15198,-7.226,-7.2523
15210,-7.0564,-7.2131
15222,-6.8374,-7.138
15233,-6.7869,-7.0678
15245,-6.9149,-7.0372
15257,-7.0755,-7.0448
15269,-7.0834,-7.0525
15281,-7.162,-7.0744
15293,-7.2192,-7.1034
15304,-7.0867,-7.1001
15316,-7.1608,-7.1122
15328,-7.263,-7.1424
15340,-7.4359,-7.2011
15352,-7.5078,-7.2624
15364,-7.3832,-7.2866
15376,-7.3551,-7.3003
15387,-7.3607,-7.3124
15399,-7.4719,-7.3443
15411,-7.4461,-7.3646
15423,-7.3652,-7.3647
15435,-7.3158,-7.355
15447,-7.3776,-7.3595
15458,-7.2462,-7.3368
15470,-7.2305,-7.3155
15482,-7.4775,-7.3479
15494,-7.656,-7.4096
15506,-7.4214,-7.4119
15518,-7.2428,-7.3781
15529,-7.4337,-7.3892
15541,-7.409,-7.3932
15553,-7.3596,-7.3865
15565,-7.4225,-7.3937
15577,-7.4416,-7.4032
15589,-7.3573,-7.3941
15600,-7.345,-7.3842
15612,-7.3169,-7.3708
15624,-7.2574,-7.3481
15636,-7.3787,-7.3542
15648,-7.4663,-7.3766
15660,-7.3248,-7.3663
15671,-7.1956,-7.3321
15683,-7.363,-7.3383
15695,-7.3147,-7.3336
15707,-7.4068,-7.3482
15719,-7.3158,-7.3417
15731,-7.2731,-7.328
15742,-7.3439,-7.3312
15754,-7.1889,-7.3027
15766,-7.2866,-7.2995
15778,-7.2203,-7.2837
15790,-7.098,-7.2465
15802,-6.934,-7.184
15813,-6.8262,-7.1125
15825,-6.9632,-7.0826
15837,-6.9958,-7.0652
15849,-7.1709,-7.0864
15861,-7.354,-7.1399
15873,-6.888,-7.0895
15885,-6.6241,-6.9964
15896,-6.8206,-6.9613
15908,-7.0283,-6.9747
15920,-7.1036,-7.0005
15932,-6.9902,-6.9984
15944,-7.0744,-7.0136
15956,-7.0744,-7.0257
15967,-6.9385,-7.0083
15979,-6.9542,-6.9975
15991,-7.0014,-6.9983
16003,-6.8633,-6.9713
16015,-6.8543,-6.9479
16027,-6.8554,-6.9294
16038,-6.9082,-6.9251
16050,-6.806,-6.9013
16062,-6.8565,-6.8924
16074,-6.9823,-6.9103
16086,-6.9699,-6.9223
16098,-6.7936,-6.8965
16109,-6.5971,-6.8367
16121,-6.6959,-6.8085
16133,-6.8644,-6.8197
16145,-6.8621,-6.8282
16157,-6.7802,-6.8186
16169,-6.8386,-6.8226
16180,-6.8868,-6.8354
16192,-6.8767,-6.8437
16204,-6.7319,-6.8213
16216,-6.8588,-6.8288
16228,-6.8363,-6.8303
16240,-6.8633,-6.8369
16251,-6.9115,-6.8518
16263,-6.6578,-6.813
16275,-6.5387,-6.7582
16287,-6.7701,-6.7605
16299,-6.852,-6.7788
16311,-6.7442,-6.7719
16322,-6.8644,-6.7904
16334,-7.0014,-6.8326
16346,-6.9812,-6.8623
16358,-6.8296,-6.8558
16370,-6.8543,-6.8555
16382,-6.8273,-6.8498
16394,-6.6566,-6.8112
16405,-6.7195,-6.7929
16417,-6.8442,-6.8031
16429,-7.0171,-6.8459
16441,-7.1586,-6.9085
16453,-7.0598,-6.9387
16465,-7.025,-6.956
16476,-7.1024,-6.9853
16488,-7.1283,-7.0139
16500,-7.1227,-7.0356
16512,-7.1788,-7.0643
16524,-7.0452,-7.0604
16536,-7.1058,-7.0695
16547,-7.0991,-7.0754
16559,-7.2495,-7.1103
16571,-7.1103,-7.1103
16583,-7.0676,-7.1017
16595,-7.1878,-7.1189
16607,-7.2619,-7.1475
16618,-7.1665,-7.1513
16630,-7.2271,-7.1665
16642,-7.2855,-7.1903
16654,-7.0845,-7.1691
16666,-6.998,-7.1349
16678,-7.0564,-7.1192
16689,-7.263,-7.148
16701,-7.4292,-7.2042
16713,-7.4472,-7.2528
16725,-7.2698,-7.2562
16737,-7.3686,-7.2787
16749,-7.3371,-7.2904
16760,-7.3506,-7.3024
16772,-7.3147,-7.3049
16784,-7.1698,-7.2779
16796,-7.1799,-7.2583
16808,-7.2664,-7.2599
16820,-7.409,-7.2897
16831,-7.3225,-7.2963
16843,-7.2844,-7.2939
16855,-7.2956,-7.2942
16867,-7.3405,-7.3035
16879,-7.3641,-7.3156
16891,-7.3349,-7.3195
16902,-7.3933,-7.3342
16914,-7.2608,-7.3195
16926,-7.1822,-7.2921
16938,-7.3001,-7.2937
16950,-7.6953,-7.374
16962,-7.5089,-7.401
16973,-7.3955,-7.3999
16985,-7.3888,-7.3977
16997,-7.4461,-7.4074
17009,-7.5718,-7.4402
17021,-7.6774,-7.4877
17033,-7.8424,-7.5586
17044,-7.7818,-7.6033
17056,-7.7268,-7.628
17068,-7.4887,-7.6001
17080,-7.6246,-7.605
17092,-7.8211,-7.6482
17104,-7.838,-7.6862
17116,-7.738,-7.6965
17127,-7.6684,-7.6909
17139,-7.5359,-7.6599
17151,-7.5572,-7.6394
17163,-7.491,-7.6097
17175,-7.4584,-7.5794
17187,-7.6336,-7.5903
17198,-7.7043,-7.6131
17210,-7.5247,-7.5954
17222,-7.4584,-7.568
17234,-7.3708,-7.5286
17246,-7.4674,-7.5163
17258,-7.3416,-7.4814
17269,-7.4562,-7.4763
17281,-7.6628,-7.5136
17293,-7.5628,-7.5235
17305,-7.537,-7.5262
17317,-7.5123,-7.5234
17329,-7.5157,-7.5219
17340,-7.4955,-7.5166
17352,-7.5247,-7.5182
17364,-7.4157,-7.4977
17376,-7.2349,-7.4452
17388,-7.2832,-7.4128
17400,-7.3124,-7.3927
17411,-7.3675,-7.3877
17423,-7.6156,-7.4332
17435,-7.8189,-7.5104
17447,-7.7683,-7.562
17459,-7.7773,-7.605
17471,-7.6493,-7.6139
17482,-7.4258,-7.5763
17494,-7.4887,-7.5588
17506,-7.6448,-7.576
17518,-7.6358,-7.5879
17530,-7.4595,-7.5623
17542,-7.5887,-7.5675
17553,-7.7841,-7.6108
17565,-7.6167,-7.612
17577,-7.5101,-7.5916
17589,-7.6055,-7.5944
17601,-7.7638,-7.6283
17613,-7.6527,-7.6332
17625,-7.3899,-7.5845
17636,-7.3394,-7.5355
17648,-7.464,-7.5212
17660,-7.5033,-7.5176
17672,-7.5089,-7.5159
17684,-7.6078,-7.5343
17696,-7.8548,-7.5984
17707,-7.7156,-7.6218
17719,-7.5763,-7.6127
17731,-7.5718,-7.6045
17743,-7.4809,-7.5798
17755,-7.6089,-7.5856
17767,-7.8043,-7.6293
17778,-7.9491,-7.6933
17790,-7.8346,-7.7216
17802,-7.7784,-7.7329
17814,-7.8481,-7.756
17826,-7.9547,-7.7957
17838,-7.9065,-7.8179
17850,-7.7257,-7.7994
17861,-7.7571,-7.791
17873,-7.893,-7.8114
17885,-7.7054,-7.7902
17897,-7.7841,-7.789
17909,-7.9008,-7.8113
17921,-7.9289,-7.8348
17932,-8.2546,-7.9188
17944,-8.2074,-7.9765
17956,-8.2321,-8.0276
17968,-8.2343,-8.069
17980,-8.2748,-8.1101
17992,-8.2882,-8.1458
18003,-8.1782,-8.1522
18015,-8.1591,-8.1536
18027,-8.1546,-8.1538
18039,-8.1625,-8.1555
18051,-8.2444,-8.1733
18063,-8.496,-8.2379
18074,-8.3691,-8.2641
18086,-8.03,-8.2173
18098,-7.9514,-8.1641
18110,-8.039,-8.1391
18122,-8.0951,-8.1303
18134,-8.3141,-8.167
18145,-8.2882,-8.1913
18157,-8.1176,-8.1765
18169,-8.085,-8.1582
18181,-8.0861,-8.1438
18193,-8.3006,-8.1752
18205,-8.5072,-8.2416
18216,-8.4017,-8.2736
18228,-8.2534,-8.2696
18240,-8.1524,-8.2461
18252,-8.1984,-8.2366
18264,-8.1153,-8.2123
18276,-8.1647,-8.2028
18288,-8.0165,-8.1655
18299,-7.9413,-8.1207
18311,-7.9839,-8.0933
18323,-8.1176,-8.0982
18335,-8.204,-8.1193
18347,-8.2254,-8.1406
18359,-8.0434,-8.1211
18370,-8.103,-8.1175
18382,-8.0075,-8.0955
18394,-7.9514,-8.0667
18406,-8.1041,-8.0742
18418,-8.1614,-8.0916
18430,-8.204,-8.1141
18441,-8.2265,-8.1366
18453,-8.1378,-8.1368
18465,-8.0165,-8.1127
18477,-7.8795,-8.0661
18489,-7.893,-8.0315
18501,-7.8907,-8.0033
18512,-7.7549,-7.9536
18524,-7.8716,-7.9372
18536,-7.9424,-7.9383
18548,-8.0468,-7.96
18560,-8.0176,-7.9715
18572,-7.921,-7.9614
18583,-7.7189,-7.9129
18595,-7.8851,-7.9074
18607,-7.9109,-7.9081
18619,-7.93,-7.9125
18631,-8.039,-7.9378
18643,-8.0794,-7.9661
18655,-8.0839,-7.9896
18666,-8.0895,-8.0096
18678,-8.0187,-8.0114
18690,-8.0704,-8.0232
18702,-7.9895,-8.0165
18714,-7.9648,-8.0062
18726,-8.0277,-8.0105
18737,-8.076,-8.0236
18749,-7.9244,-8.0038
18761,-7.9491,-7.9928
18773,-7.9345,-7.9812
18785,-7.9458,-7.9741
18797,-7.884,-7.9561
18808,-7.7582,-7.9165
18820,-7.619,-7.857
18832,-7.7403,-7.8336
18844,-7.7661,-7.8201
18856,-7.546,-7.7653
18868,-7.6897,-7.7502
18880,-7.838,-7.7677
18891,-7.6852,-7.7512
18903,-7.6448,-7.73
18915,-7.4315,-7.6703
18927,-7.3517,-7.6066
18939,-7.4214,-7.5695
18951,-7.5044,-7.5565
18962,-7.6695,-7.5791
18974,-7.7998,-7.6232
18986,-7.6111,-7.6208
18998,-7.4393,-7.5845
19010,-7.6459,-7.5968
19022,-7.6291,-7.6033
19033,-7.7661,-7.6358
19045,-7.7717,-7.663
19057,-7.9098,-7.7124
19069,-7.9065,-7.7512
19081,-7.5123,-7.7034
19093,-7.5101,-7.6647
19104,-7.5898,-7.6497
19116,-7.6515,-7.6501
19128,-7.6594,-7.652
19140,-7.6515,-7.6519
19152,-7.5819,-7.6379
19164,-7.5729,-7.6249
19176,-7.5539,-7.6107
19187,-7.5808,-7.6047
19199,-7.6044,-7.6047
19211,-7.6695,-7.6176
19223,-7.7077,-7.6356
19235,-7.8054,-7.6696
19247,-7.8447,-7.7046
19258,-7.6515,-7.694
19270,-7.9087,-7.7369
19282,-8.1007,-7.8097
19294,-8.0839,-7.8645
19306,-7.9076,-7.8731
19318,-7.6482,-7.8281
19329,-7.7582,-7.8142
19341,-7.866,-7.8245
19353,-8.0244,-7.8645
19365,-7.9255,-7.8767
19377,-7.8683,-7.875
19389,-7.8739,-7.8748
19400,-7.9637,-7.8926
19412,-7.8189,-7.8778
19424,-7.9031,-7.8829
19436,-7.9177,-7.8898
19448,-7.9873,-7.9093
19460,-8.0738,-7.9422
19472,-8.1995,-7.9937
19483,-8.0794,-8.0108
19495,-8.0704,-8.0227
19507,-8.1131,-8.0408
19519,-8.0345,-8.0395
19531,-7.9188,-8.0154
19543,-8.0322,-8.0188
19554,-7.9289,-8.0008
19566,-8.0165,-8.0039
19578,-7.9592,-7.995
19590,-7.9907,-7.9941
19602,-8.0704,-8.0094
19614,-8.1804,-8.0436
19625,-8.2725,-8.0894
19637,-8.4679,-8.1651
19649,-8.3579,-8.2036
19661,-8.3186,-8.2266
19673,-8.3377,-8.2488
19685,-8.3174,-8.2626
19696,-8.3713,-8.2843
19708,-8.2051,-8.2685
19720,-8.1108,-8.2369
19732,-8.1198,-8.2135
19744,-8.0423,-8.1793
19756,-8.0053,-8.1445
19767,-8.0457,-8.1247
19779,-8.0906,-8.1179
19791,-8.0704,-8.1084
19803,-8.1827,-8.1233
19815,-8.2736,-8.1533
19827,-8.167,-8.1561
19839,-8.1299,-8.1508
19850,-8.1479,-8.1502
19862,-8.2276,-8.1657
19874,-8.268,-8.1862
19886,-8.1827,-8.1855
19898,-8.1243,-8.1732
19910,-8.3826,-8.2151
19921,-8.2815,-8.2284
19933,-8.2355,-8.2298
19945,-8.2366,-8.2312
19957,-8.2759,-8.2401
19969,-8.268,-8.2457
19981,-8.3051,-8.2576
19992,-8.3814,-8.2823
20004,-8.3657,-8.299
20016,-8.2703,-8.2933
20028,-8.2793,-8.2905
20040,-8.3579,-8.3039
20052,-8.2051,-8.2842
20063,-8.0367,-8.2347
20075,-8.1344,-8.2146
20087,-8.4724,-8.2662
20099,-8.5083,-8.3146
20111,-8.3028,-8.3123
20123,-8.1052,-8.2709
20135,-8.2231,-8.2613
20146,-8.0356,-8.2162
20158,-7.8862,-8.1502
20170,-8.0839,-8.1369
20182,-8.2029,-8.1501
20194,-8.2939,-8.1789
20206,-8.3859,-8.2203
20217,-8.4017,-8.2566
20229,-8.5229,-8.3098
20241,-8.2501,-8.2979
20253,-8.2849,-8.2953
20265,-8.3938,-8.315
20277,-8.469,-8.3458
20288,-8.4499,-8.3666
20300,-8.4814,-8.3896
20312,-8.5095,-8.4136
20324,-8.4937,-8.4296
20336,-8.4421,-8.4321
20348,-8.4589,-8.4375
20359,-8.3051,-8.411
20371,-8.3107,-8.3909
20383,-8.4994,-8.4126
20395,-8.6094,-8.452
20407,-8.6116,-8.4839
20419,-8.4949,-8.4861
20430,-8.4994,-8.4887
20442,-8.4163,-8.4742
20454,-8.3163,-8.4427
20466,-8.487,-8.4515
20478,-8.5409,-8.4694
20490,-8.3455,-8.4446
20501,-8.1939,-8.3945
20513,-8.3579,-8.3872
20525,-8.268,-8.3633
20537,-8.3635,-8.3634
20549,-8.4309,-8.3769
20561,-8.7318,-8.4478
20573,-8.798,-8.5179
20584,-8.6846,-8.5512
20596,-8.5802,-8.557
20608,-8.3713,-8.5199
20620,-8.2714,-8.4702
20632,-8.3927,-8.4547
20644,-8.3848,-8.4407
20655,-8.3803,-8.4286
20667,-8.3332,-8.4095
20679,-8.3758,-8.4028
20691,-8.3163,-8.3855
20703,-8.3107,-8.3705
20715,-8.4466,-8.3857
20726,-8.4612,-8.4008
20738,-8.4309,-8.4068
20750,-8.4488,-8.4152
20762,-8.4769,-8.4276
20774,-8.6173,-8.4655
20786,-8.6397,-8.5003
20797,-8.5813,-8.5165
20809,-8.5196,-8.5171
20821,-8.4803,-8.5098
20833,-8.5285,-8.5135
20845,-8.3174,-8.4743
20857,-8.2085,-8.4212
20868,-8.3848,-8.4139
20880,-8.4713,-8.4254
20892,-8.3882,-8.4179
20904,-8.4039,-8.4151
20916,-8.3803,-8.4082
20928,-8.2388,-8.3743
20939,-8.0255,-8.3045
20951,-7.948,-8.2332
20963,-8.1703,-8.2206
20975,-8.3085,-8.2382
20987,-8.2265,-8.2359
20999,-8.1366,-8.216
21011,-8.0827,-8.1894
21022,-8.094,-8.1703
21034,-7.9648,-8.1292
21046,-8.1771,-8.1388
21058,-8.2838,-8.1678
21070,-8.1221,-8.1586
21082,-8.0996,-8.1468
21093,-8.1804,-8.1535
21105,-8.0255,-8.1279
21117,-8.0378,-8.1099
21129,-8.4106,-8.1701
21141,-8.5634,-8.2487
21153,-8.3635,-8.2717
21164,-8.0378,-8.2249
21176,-7.9806,-8.176
21188,-8.3129,-8.2034
21200,-8.3545,-8.2336
21212,-8.1804,-8.223
21224,-8.1827,-8.2149
21235,-8.2265,-8.2172
21247,-8.204,-8.2146
21259,-8.2197,-8.2156
21271,-8.2714,-8.2268
21283,-8.2299,-8.2274
21295,-7.9076,-8.1634
21306,-7.7313,-8.077
21318,-7.8952,-8.0406
21330,-7.9413,-8.0208
21342,-7.9267,-8.0019
21354,-7.9222,-7.986
21366,-8.1187,-8.0125
21378,-8.1355,-8.0371
21389,-8.1277,-8.0552
21401,-8.0861,-8.0614
21413,-8.0322,-8.0556
21425,-8.0951,-8.0635
21437,-8.1131,-8.0734
21449,-7.9907,-8.0569
21460,-8.0176,-8.049
21472,-8.094,-8.058
21484,-8.0277,-8.0519
21496,-8.0749,-8.0565
21508,-8.1468,-8.0746
21520,-8.1535,-8.0904
21531,-8.0199,-8.0763
21543,-7.8245,-8.0259
21555,-7.7672,-7.9742
21567,-7.7481,-7.929
21579,-7.7908,-7.9013
21591,-7.9278,-7.9066
21602,-8.085,-7.9423
21614,-7.9963,-7.9531
21626,-7.9648,-7.9554
21638,-7.8312,-7.9306
21650,-7.7593,-7.8963
21662,-7.8323,-7.8835
21674,-7.9895,-7.9047
21685,-7.9255,-7.9089
21697,-7.9952,-7.9262
21709,-7.9502,-7.931
21721,-7.902,-7.9252
21733,-7.7021,-7.8806
21745,-7.8649,-7.8774
21756,-7.9177,-7.8855
21768,-7.9749,-7.9034
21780,-8.1692,-7.9565
21792,-7.9716,-7.9595
21804,-7.7728,-7.9222
21816,-7.793,-7.8964
21827,-7.8357,-7.8842
21839,-8.1018,-7.9278
21851,-8.1591,-7.974
21863,-8.2366,-8.0265
21875,-8.2534,-8.0719
21887,-8.176,-8.0927
21898,-8.2007,-8.1143
21910,-8.3388,-8.1592
21922,-8.2703,-8.1814
21934,-8.0872,-8.1626
21946,-8.2343,-8.1769
21958,-8.2085,-8.1833
21970,-8.1277,-8.1721
21981,-8.1333,-8.1644
21993,-8.0266,-8.1368
22005,-8.0783,-8.1251
22017,-8.0726,-8.1146
22029,-8.1288,-8.1174
22041,-8.0884,-8.1116
22052,-8.0098,-8.0913
22064,-8.094,-8.0918
22076,-8.0434,-8.0821
22088,-7.9839,-8.0625
22100,-8.1198,-8.074
22112,-8.103,-8.0798
22123,-8.1277,-8.0893
22135,-8.2804,-8.1275
22147,-8.231,-8.1482
22159,-8.2692,-8.1724
22171,-8.1108,-8.1601
22183,-8.0648,-8.141
22194,-8.0434,-8.1215
22206,-8.1569,-8.1286
22218,-8.0086,-8.1046
22230,-7.8469,-8.0531
22242,-8.0143,-8.0453
22254,-7.9952,-8.0353
22265,-7.9738,-8.023
22277,-8.0715,-8.0327
22289,-7.8739,-8.0009
